Time_Sec,Active_DB,Throughput_MBps,OpsPerSec,LatencyAvg_ms,LatencyP99_ms,LatencySamples,ConnectErrors,IoErrors
107.79,B,63.93,63.93,53.787,189.125,32,0,0
108.29,B,159.78,159.78,67.017,292.772,80,0,0
108.79,B,79.88,79.88,51.439,213.537,40,0,0
109.29,B,159.77,159.77,50.485,174.660,80,0,0
109.79,B,207.70,207.70,51.971,243.865,104,0,0
110.29,B,143.79,143.79,52.878,205.647,72,0,0
110.79,B,175.75,175.75,39.015,204.087,88,0,0
111.29,B,127.83,127.83,57.158,268.276,64,0,0
111.79,B,191.71,191.71,49.548,213.251,96,0,0
112.29,B,127.82,127.82,66.771,209.157,64,0,0
112.89,A,15.98,15.98,55.873,92.762,8,0,0
113.39,A,127.83,127.83,84.180,238.492,64,0,0
113.89,A,111.84,111.84,73.910,226.431,56,0,0
114.40,A,127.83,127.83,58.251,217.608,64,0,0
114.90,A,95.87,95.87,66.314,193.488,48,0,0
115.40,A,127.83,127.83,69.289,223.640,64,0,0
115.90,A,159.79,159.79,62.226,229.073,80,0,0
116.40,A,95.87,95.87,47.549,188.867,48,0,0
116.90,A,143.80,143.80,75.363,227.319,72,0,0
117.40,A,111.85,111.85,64.172,234.805,56,0,0
118.04,B,95.90,95.90,40.320,133.379,48,0,0
118.54,B,111.85,111.85,63.189,226.443,56,0,0
119.04,B,159.78,159.78,54.156,253.126,80,0,0
119.54,B,111.84,111.84,69.256,204.864,56,0,0
120.04,B,159.78,159.78,57.328,300.303,80,0,0
120.55,B,143.80,143.80,55.602,201.765,72,0,0
121.05,B,159.78,159.78,50.020,221.668,80,0,0
121.55,B,143.80,143.80,50.118,242.683,72,0,0
122.05,B,127.81,127.81,60.124,246.358,64,0,0
122.55,B,207.71,207.71,55.002,234.837,104,0,0
123.13,A,47.94,47.94,45.531,159.919,24,0,0
123.63,A,111.85,111.85,70.389,190.548,56,0,0
124.13,A,111.85,111.85,80.455,246.190,56,0,0
124.63,A,143.80,143.80,55.522,246.591,72,0,0
125.13,A,127.82,127.82,63.598,202.943,64,0,0
125.63,A,111.84,111.84,74.019,233.962,56,0,0
126.13,A,111.84,111.84,64.097,228.143,56,0,0
126.63,A,111.84,111.84,85.442,280.425,56,0,0
127.13,A,95.87,95.87,55.528,190.115,48,0,0
127.63,A,127.82,127.82,69.582,247.379,64,0,0
128.21,B,15.98,15.98,59.826,97.816,8,0,0
128.71,B,143.80,143.80,69.683,238.337,72,0,0
129.21,B,79.89,79.89,84.742,274.864,40,0,0
129.71,B,111.84,111.84,76.344,235.738,56,0,0
130.21,B,127.82,127.82,58.614,203.696,64,0,0
130.71,B,175.75,175.75,63.054,263.727,88,0,0
131.22,B,159.77,159.77,50.344,159.760,80,0,0
131.72,B,143.80,143.80,50.029,153.054,72,0,0
132.22,B,127.81,127.81,57.885,140.545,64,0,0
132.72,B,127.81,127.81,57.552,169.436,64,0,0
133.28,A,31.96,31.96,51.596,142.949,16,0,0
133.78,A,95.87,95.87,98.430,244.443,48,0,0
134.28,A,127.83,127.83,64.285,191.837,64,0,0
134.78,A,175.76,175.76,49.393,192.938,88,0,0
135.28,A,127.82,127.82,57.355,210.421,64,0,0
135.78,A,143.80,143.80,58.948,232.373,72,0,0
136.28,A,127.83,127.83,66.056,274.899,64,0,0
136.78,A,127.83,127.83,56.981,186.527,64,0,0
137.28,A,143.81,143.81,53.314,184.757,72,0,0
137.78,A,79.89,79.89,67.809,202.922,40,0,0
138.37,B,47.95,47.95,41.849,140.064,24,0,0
138.87,B,143.79,143.79,66.184,247.866,72,0,0
139.37,B,95.87,95.87,71.786,216.972,48,0,0
139.87,B,127.81,127.81,71.713,240.282,64,0,0
140.37,B,159.77,159.77,62.227,240.244,80,0,0
140.87,B,111.85,111.85,49.460,227.181,56,0,0
141.37,B,159.78,159.78,60.478,201.413,80,0,0
141.87,B,95.87,95.87,71.271,195.664,48,0,0
142.37,B,127.83,127.83,54.455,191.398,64,0,0
142.87,B,127.82,127.82,69.870,203.579,64,0,0
143.42,A,31.96,31.96,52.124,141.279,16,0,0
143.92,A,111.85,111.85,80.611,233.034,56,0,0
144.42,A,111.85,111.85,71.087,221.274,56,0,0
144.93,A,95.88,95.88,68.589,186.951,48,0,0
145.43,A,143.81,143.81,76.558,274.960,72,0,0
145.93,A,143.81,143.81,51.546,187.618,72,0,0
146.43,A,111.85,111.85,60.102,185.270,56,0,0
146.93,A,95.87,95.87,91.369,248.942,48,0,0
147.43,A,143.81,143.81,66.536,215.394,72,0,0
147.93,A,111.85,111.85,62.800,239.318,56,0,0
148.52,B,47.94,47.94,39.928,150.961,24,0,0
149.02,B,191.74,191.74,55.205,295.899,96,0,0
149.52,B,143.79,143.79,57.360,203.526,72,0,0
150.02,B,111.85,111.85,60.064,212.344,56,0,0
150.52,B,159.78,159.78,51.690,203.445,80,0,0
151.02,B,127.82,127.82,59.211,201.860,64,0,0
151.52,B,143.79,143.79,67.108,287.718,72,0,0
152.02,B,95.86,95.86,54.413,182.007,48,0,0
152.52,B,111.84,111.84,61.779,201.089,56,0,0
153.02,B,159.77,159.77,66.679,252.137,80,0,0
153.61,A,15.98,15.98,38.019,101.095,8,0,0
154.11,A,143.82,143.82,73.116,265.400,72,0,0
154.61,A,111.85,111.85,68.157,241.578,56,0,0
155.11,A,79.89,79.89,94.334,287.024,40,0,0
155.61,A,143.80,143.80,66.081,209.472,72,0,0
156.11,A,143.80,143.80,59.580,230.868,72,0,0
156.61,A,111.85,111.85,68.127,208.286,56,0,0
157.11,A,111.85,111.85,57.367,194.812,56,0,0
157.61,A,143.80,143.80,53.332,212.128,72,0,0
158.12,A,127.83,127.83,80.527,203.704,64,0,0
158.68,B,63.93,63.93,52.800,215.114,32,0,0
159.18,B,159.78,159.78,57.755,245.262,80,0,0
159.68,B,63.91,63.91,57.025,186.106,32,0,0
160.18,B,175.75,175.75,62.201,251.704,88,0,0
160.68,B,143.79,143.79,65.800,208.911,72,0,0
161.18,B,143.79,143.79,58.066,222.078,72,0,0
161.69,B,127.82,127.82,50.854,330.978,64,0,0
162.19,B,175.75,175.75,53.826,208.964,88,0,0
162.69,B,159.77,159.77,48.334,193.202,80,0,0
163.19,B,159.77,159.77,46.631,192.981,80,0,0
163.78,A,31.96,31.96,52.637,188.288,16,0,0
164.28,A,95.87,95.87,80.539,188.609,48,0,0
164.78,A,127.83,127.83,72.772,205.570,64,0,0
165.28,A,127.83,127.83,55.598,211.398,64,0,0
165.78,A,143.80,143.80,65.601,228.625,72,0,0
166.28,A,79.87,79.87,72.018,209.458,40,0,0
166.78,A,143.81,143.81,71.652,263.068,72,0,0
167.28,A,111.85,111.85,69.008,220.942,56,0,0
167.78,A,143.80,143.80,56.566,180.412,72,0,0
168.28,A,111.85,111.85,63.641,218.883,56,0,0
168.83,B,79.91,79.91,42.109,127.442,40,0,0
169.33,B,127.82,127.82,64.093,236.669,64,0,0
169.83,B,143.80,143.80,60.877,196.175,72,0,0
170.33,B,127.81,127.81,54.456,213.721,64,0,0
170.83,B,111.84,111.84,56.675,253.081,56,0,0
171.33,B,159.77,159.77,67.522,224.946,80,0,0
171.83,B,111.84,111.84,68.953,230.995,56,0,0
172.34,B,127.82,127.82,57.766,250.467,64,0,0
172.84,B,159.78,159.78,57.872,308.078,80,0,0
173.34,B,143.80,143.80,44.893,202.463,72,0,0
173.93,A,47.95,47.95,52.597,170.952,24,0,0
174.43,A,127.83,127.83,65.361,210.693,64,0,0
174.93,A,127.83,127.83,73.083,205.512,64,0,0
175.43,A,79.90,79.90,66.026,192.555,40,0,0
175.93,A,111.86,111.86,85.934,221.308,56,0,0
176.43,A,127.84,127.84,60.485,211.539,64,0,0
176.93,A,159.79,159.79,61.659,233.565,80,0,0
177.43,A,79.90,79.90,74.486,195.293,40,0,0
177.93,A,175.77,175.77,55.901,228.274,88,0,0
178.44,A,127.82,127.82,59.230,228.926,64,0,0
179.06,B,63.93,63.93,45.196,147.979,32,0,0
179.56,B,127.82,127.82,63.522,243.034,64,0,0
180.06,B,127.82,127.82,68.923,255.195,64,0,0
180.56,B,159.77,159.77,54.592,310.067,80,0,0
181.06,B,111.84,111.84,50.302,167.994,56,0,0
181.56,B,175.75,175.75,55.247,243.542,88,0,0
182.06,B,95.86,95.86,56.862,207.228,48,0,0
182.56,B,159.79,159.79,66.875,226.689,80,0,0
183.06,B,127.81,127.81,58.169,296.833,64,0,0
183.56,B,127.82,127.82,54.644,370.580,64,0,0
